Document,Page,Category,Confidence,Description,Quote,Entities,Has Relationship
104-10195-10002,1,ADMINISTRATIVE_COMMUNICATION,8,Secret communication about background investigation cancellation,UNITED STATES CIVIL SERVICE COMMISSION BACKGROUND INVESTIGATION CASASIH HAS BEEN CANCELLED.,,No
104-10195-10002,1,RECORD_MANAGEMENT,7,No file exists or records cannot be retrieved,NO FILE.,,No
104-10195-10002,1,CIA_PERSONNEL_OPERATIONS,7,Internal document discussing conversion of an agent named Casasin to career agent status,FOLLOWING IS STATUS REPORT ON TALKS WITH CASASIN RE CONVERSION TO CAREER AGENT,CIA,No
104-10195-10002,1,ADMINISTRATIVE_PROCEDURES,6,"Detailed process for agent transition, including salary and grade level adjustments",IN ORDER CONVERT CASASIN TO CAREER AGENT IT NECESSARY TO ALLOW HIM RETAIN PORTION OF COVER SALARY IN LIEU OF 30% LOSS OF STAFF STATUS PAY AND TO MOVE HIM FROM GS-15/8 TO 15/10 LEVEL,CIA,No
104-10195-10002,1,MEDICAL_DISPOSITION,7,Interim medical disposition document for an individual,Interim Medical Disposition. This is to advise that the medical processing of [name] is incomplete awaiting receipt of supplemental medical information or completion of corrective medical action. Final medical disposition will be issued when this matter is resolved.,,No
104-10195-10002,1,PERSONAL_DATA,7,Document appears to be a CIA contract/personnel record for Thomas B. Casasin,"Thomas B. Casasin, Paris, France",CIA,No
104-10195-10002,1,TRAVEL_RECORDS,6,Travel and operational details for individual with UNESCO assignment,"Post Differential NA, Compensation UNESCO",,No
104-10195-10002,1,MILITARY_STATUS,8,"Subject is a U.S. Army veteran, 1st Lieutenant","Branch of Service: U.S. Army, Rank: 1st Lt.",,No
104-10195-10002,1,CIA_PERSONNEL_RECORD,8,CIA operations officer with over 20 years of experience,Subject has been associated with CIA for over 20 years as an operations officer,CIA,No
104-10195-10002,1,EMPLOYMENT_HISTORY,7,Previous employment with Baltimore Housing Authority and Guide Publishing Company,"Guide Publishing Company, Baltimore, Md. - County Editor - 1949, Baltimore Housing Authority, Md. - Admin Officer - 1949",CIA,No
104-10195-10002,1,LANGUAGE_SKILLS,6,Proficient in French and Japanese languages,"Language: French, Japanese",,No
104-10195-10002,1,AREA_KNOWLEDGE,7,"Expertise in Japan, Canada, and France","Area Knowledge: Japan, Canada, France",,No
104-10195-10002,,STATUS_DOCUMENT,8,Appears to be a secret government contract document from July 1974,SECRET,,No
104-10195-10002,,SECRECY_PROVISIONS,9,Strict secrecy and non-disclosure requirements,Violation of such secrecy may subject you to criminal prosecution under the espionage laws of the U.S.,,No
104-10195-10002,,CONTRACT_TERMS,7,Independent contractor status with no employee-employer relationship,Your legal status under this Agreement is that of an Independent Contractor. Nothing contained herein shall be construed as implying the creation of an employee-employer relationship.,,No
104-10195-10002,1,ADMINISTRATIVE_DOCUMENT,9,Secret personnel action notification for an individual at Foreign Field Paris Station,EXTENSION OF PPA MTL 2 FEBRUARY 1971,,No
104-10195-10002,1,LOCATION_DETAILS,8,"Personnel stationed in Paris, France with Foreign Field unit","FOREIGN FIELD, PARIS AREA, PARIS STATION, PARIS ANNEX",,No
104-10195-10002,1,PERSONNEL_RECORD,8,"Secret personnel action notification for an ops officer in Paris, France",OPS OFF 002-TUR FOREIGN FIELD CENTRAL REGION PARIS STATION,CIA,No
104-10195-10002,1,PERSONNEL_ASSIGNMENT,7,"Secret personnel action document for Thomas B. Casasin, assigned to CIA Foreign Field station in Paris, France","PARIS, FRANCE",CIA,No
104-10195-10002,1,CIA_PERSONNEL,6,Official reassignment document with secret classification,NOTIFICATION OF PERSONNEL ACTION,CIA,No
104-10195-10002,1,ADMINISTRATIVE_DOCUMENT,8,"Secret personnel action amendment for Thomas B. Casasin, a staff agent",AMENDMENT TO SUPPLEMENT TO STAFF AGENT PERSONNEL ACTION FOR THOMAS B. CASASIN,CIA,No
104-10195-10002,1,INCOME_CLASSIFICATION,7,Document discusses income reporting requirements for government employees,As an appointed employee of the Government you must satisfy your Federal Income tax liability on income which may be paid you by or through a cover facility.,,No
104-10195-10002,1,CAREER_HISTORY,7,Professional employment record of an individual working in scientific publishing and communications,Directeur-Adjoint of fire publishing monthly scientific magazine and providing scientific and technical consulting,,No
104-10195-10002,1,TRAVEL_FINANCIAL_RECORDS,6,Detailed chronological work history and international travel record,,,No
104-10195-10002,1,MEMBERSHIP_ASSOCIATIONS,6,Individual has memberships in multiple international organizations,"British Interplanetary Society, Soc of Tech Communication, Intl Science Writers Assn, American Club",,No
104-10195-10002,1,TRAVEL_RECORDS,7,Memberships span multiple international locations,"Addresses include London, Washington, Paris",,No
104-10195-10002,1,EMPLOYMENT_CONTEXT,6,Secret document about an individual's employment as a senior executive with a government-subsidized scientific publication,"During the period under review, Subject managed to gain full-time employment as a senior executive of an HBSPRITE government subsidized scientific publication",,No
104-10195-10002,2,CIA_FBI_ACTIVITIES,6,Document indicates efforts to integrate and utilize a subject's potential in intelligence work,Additional efforts have been made to make full use of Subject's potential and integrate him further in the work of the station,,No
104-10195-10002,2,DOCUMENT_CONTEXT,8,Appears to be a CIA personnel evaluation document covering an agent's activities from 1970-1860,"The comments of the rating officers are limited to the period from October 1969 to March 1970, during which the individual was subject to review",CIA,No
104-10195-10002,1,CIA_INTERNAL_ASSESSMENT,7,Secret personnel evaluation document discussing an agent's performance,Subject continues to respond to ad-hoc specific assignments in an exemplary manner.,CIA,No
104-10195-10002,1,OPERATIONAL_NOTES,6,Agent evaluated on recruitment and field work capabilities,Efforts were directed by the Station toward the spotting and developing and assessing WOLADV set agent candidates in terms of recruitment and inclusion in the GET networking.,,No
104-10195-10002,1,CIA_OPERATIONS,7,Secret document discussing operational challenges with a cover agent (CASSIN) in scientific and technical field,Subject has established meager cover in the scientific and technical field which should have afforded him virtually unlimited access to persons of interest,CIA,No
104-10195-10002,1,INTELLIGENCE_ASSESSMENT,6,Challenges in managing agent's operational effectiveness and cover,The principal difficulty has been the time it has taken to relate the cover potential to the specific operational requirements of the station,,No
104-10195-10002,1,MANAGERIAL_RESPONSIBILITIES,7,Document appears to be a performance/rating addendum discussing managerial responsibilities in a covert operations context,The assignment I have includes managerial responsibilities which (a) are essential to the continued existence and security of the cover mechanism as a vehicle for operational exploitation,,No
104-10195-10002,1,OPERATIONAL_ASSESSMENT,6,Self-assessment of performance managing sensitive cover operations,"Having previously managed both a CS base and the principal denied-areas operating component of a major field station, I can report quite honestly that my present managerial responsibilities exceed the former - despite the apparent lack of 'supervisory responsibilities'",,No
104-10195-10002,1,FIELD_ASSIGNMENT,7,Secret reassignment questionnaire for an intelligence officer,"Staff Agent assigned to a major overseas station, exploiting the cover provided by a major firm of technical periodical publishers",,No
104-10195-10002,1,DOCUMENT_TYPE,10,Secret classified fitness report/personnel evaluation,SECRET FITNESS REPORT,,No
104-10195-10002,1,ADMINISTRATIVE_DOCUMENT,8,This appears to be a SECRET classified performance evaluation document for a government employee,,,No
104-10195-10002,1,PERSONNEL_EVALUATION,7,Document details job performance ratings for a Deputy to Branch Chief in a Foreign Liaison role,"Deputy to Branch Chief, Administrative Foreign Liaison",,No
104-10195-10002,1,PERSONAL_DETAILS,8,Document appears to be a SECRET contract information form for an individual,Thomas De GARMO,CIA,No
104-10195-10002,1,LOCATION_INFORMATION,7,"Located in Paris, France","Paris, France",,No
104-10195-10002,1,FAMILY_DETAILS,6,Individual has a wife and three daughters,"Wife, Wife, Daughter age 34, Daughter age 8, Daughter age 11",,No
104-10195-10002,1,ADMINISTRATIVE_DOCUMENT,7,Secret medical evaluation request form for a government agent,REQUEST FOR MEDICAL EVALUATION,,No
104-10195-10002,1,PERSONNEL_DETAILS,6,"Document for Jacques G. Richardson, Staff Agent, GS-15","RICHARDSON, Jacques G. (Doogielist), Staff Agent GS-15",,No
104-10195-10002,1,DOCUMENT_TYPE,10,Secret dispatch from Chief of Station Paris to Chief of European Division,DISPATCH - SECRET,CIA,No
104-10195-10002,1,PERSONAL_MEDICAL_RECORDS,7,Medical examination of dependents at American Hospital in Paris,CASASSIN's dependents took physical examinations as the American Hospital in Paris on 20 February,,No
104-10195-10002,1,ADMINISTRATIVE_DOCUMENT,7,"Confidential document appears to be a voluntary entry form, likely related to personal or financial records",CONFIDENTIAL,,No
104-10195-10002,1,LOCATION_DATA,6,"Document references Arlington, VA and Washington, D.C.","CLARENDON TRUST CO., ARLINGTON 10, VA.",,No
104-10195-10002,1,POWER_OF_ATTORNEY,8,Indicates a power of attorney document with wife having possession,HAVE YOU EXECUTED A POWER OF ATTORNEY? [X] YES - WIFE HAS IN POSSESSION,,No
104-10195-10002,1,DOCUMENT_CONTEXT,7,"Memorandum about cover requirements for Thomas B. Casasin, potentially related to intelligence personnel",Cover requirements for Thomas B. CASASIN (T),CIA,No
104-10195-10002,1,CIA_ACTIVITIES,6,Discussion of establishing a permanent cover for a staff employee,"SS would like to have a durable, permanent cover established for Thomas B. CASASIN as quickly as possible",,No
104-10195-10002,1,TRAVEL_FINANCIAL_RECORDS,6,Document appears to be a personnel file with travel and location details,"Current address was 844 (11), Current address 19 312 Lowend Place, Alexandria, Virginia",,No
